zpid,price,priceLabel,beds,baths,area,latLong,statusType,statusText,isFavorite,isUserClaimingOwner,isUserConfirmedClaim,imgSrc,hasImage,visited,listingType,variableData,hdpData,detailUrl,pgapt,sgapt,has3DModel,hasVideo,isHomeRec,address,hasAdditionalAttributions,isFeaturedListing,availabilityDate,buildingId,lotId,minBeds,minBaths,minArea,unitCount,isBuilding,badgeInfo,canSaveBuilding,plid,communityName,style,isCdpResult,isPropertyResultCDP,lotAreaString,streetViewMetadataURL,streetViewURL
25662438,"$625,000",$625K,2.0,2.0,1126.0,"{'latitude': 33.850113, 'longitude': -117.73808}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/11f7272e1dddedd362c9d4f07d92a109-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25662438, 'zipcode': '92808', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.850113, 'longitude': -117.73808, 'price': 625000.0, 'datePriceChanged': 1639728000000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1126.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 669600, 'rentZestimate': 2834, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$6,900 (Dec 17)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 625000.0, 'priceChange': -6900, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 257527.0}}",/homedetails/8070-E-Treeview-Ct-Anaheim-CA-92808/25662438_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25661575,"$622,900",$623K,2.0,2.0,992.0,"{'latitude': 33.851345, 'longitude': -117.74053}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/e90f6b51715ee67b96a5790175663f89-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25661575, 'zipcode': '92808', 'city': 'Anaheim', 'state': 'CA', 'latitude': 33.851345, 'longitude': -117.74053, 'price': 622900.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 992.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 620600, 'rentZestimate': 2699, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 622900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 66841.0}}",/homedetails/7940-E-Monte-Carlo-Ave-Anaheim-CA-92808/25661575_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
119681090,"$999,900",$1M,4.0,4.0,2561.0,"{'latitude': 33.75294, 'longitude': -117.93824}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/07aff41a34677323af8d6c6880da686c-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 119681090, 'zipcode': '92843', 'city': 'Garden Grove', 'state': 'CA', 'latitude': 33.75294, 'longitude': -117.93824, 'price': 999900.0, 'datePriceChanged': 1640937600000, 'bathrooms': 4.0, 'bedrooms': 4.0, 'livingArea': 2561.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1023000, 'rentZestimate': 3864, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$27,900 (Dec 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 999900.0, 'priceChange': -27900, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 773331.0, 'lotAreaValue': 3049.2, 'lotAreaUnit': 'sqft'}}",/homedetails/10951-Lotus-Dr-Garden-Grove-CA-92843/119681090_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25709767,"$539,900",$540K,2.0,2.0,859.0,"{'latitude': 33.872215, 'longitude': -117.833176}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/0d94ab0205d7de23ccc64c4e801c413e-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25709767, 'zipcode': '92870', 'city': 'Placentia', 'state': 'CA', 'latitude': 33.872215, 'longitude': -117.833176, 'price': 539900.0, 'datePriceChanged': 1640937600000, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 859.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 565400, 'rentZestimate': 2350, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$15,200 (Dec 31)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 539900.0, 'priceChange': -15200, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 419299.0}}",/homedetails/332-Gullotti-Pl-Placentia-CA-92870/25709767_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25338514,"$655,200",$655K,3.0,2.0,1315.0,"{'latitude': 33.83703, 'longitude': -118.04373}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/9aacc6c32bd9db7bb124088d6d21f00f-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25338514, 'zipcode': '90623', 'city': 'La Palma', 'state': 'CA', 'latitude': 33.83703, 'longitude': -118.04373, 'price': 655200.0, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1315.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 684979, 'rentZestimate': 2999, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 655200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 184819.0, 'lotAreaValue': 1742.4, 'lotAreaUnit': 'sqft'}}",/homedetails/8635-York-Cir-La-Palma-CA-90623/25338514_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25437178,"$1,110,200",$1.11M,3.0,3.0,2654.0,"{'latitude': 33.77844, 'longitude': -117.80566}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/6af13d5bc874fa2021b411cecdc1648a-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25437178, 'zipcode': '92869', 'city': 'Orange', 'state': 'CA', 'latitude': 33.77844, 'longitude': -117.80566, 'price': 1110200.0, 'bathrooms': 3.0, 'bedrooms': 3.0, 'livingArea': 2654.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 1209839, 'rentZestimate': 4850, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 1110200.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 677295.0, 'lotAreaValue': 8712.0, 'lotAreaUnit': 'sqft'}}",/homedetails/625-S-Earlham-St-Orange-CA-92869/25437178_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25324331,"$808,300",$808K,3.0,2.0,1049.0,"{'latitude': 33.815746, 'longitude': -118.036354}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/9cc57e976671c31074db32999373257c-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25324331, 'zipcode': '90630', 'city': 'Cypress', 'state': 'CA', 'latitude': 33.815746, 'longitude': -118.036354, 'price': 808300.0, 'datePriceChanged': 1639123200000, 'bathrooms': 2.0, 'bedrooms': 3.0, 'livingArea': 1049.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 836926, 'rentZestimate': 2949, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$9,000 (Dec 10)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 808300.0, 'priceChange': -9000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 601799.0, 'lotAreaValue': 6534.0, 'lotAreaUnit': 'sqft'}}",/homedetails/5512-Belle-Ave-Cypress-CA-90630/25324331_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25319074,"$739,900",$740K,4.0,3.0,1547.0,"{'latitude': 33.79889, 'longitude': -118.01138}",FOR_SALE,House for sale,False,False,False,https://photos.zillowstatic.com/fp/bc93fea6c8cb01f64243e2b5377ab697-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25319074, 'zipcode': '90630', 'city': 'Cypress', 'state': 'CA', 'latitude': 33.79889, 'longitude': -118.01138, 'price': 739900.0, 'datePriceChanged': 1639123200000, 'bathrooms': 3.0, 'bedrooms': 4.0, 'livingArea': 1547.0, 'homeType': 'SINGLE_FAMILY', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 803700, 'rentZestimate': 3234, 'listing_sub_type': {'is_FSBA': True}, 'priceReduction': '$12,000 (Dec 10)', 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 739900.0, 'priceChange': -12000, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 481313.0, 'lotAreaValue': 2178.0, 'lotAreaUnit': 'sqft'}}",/homedetails/11259-Knott-Ave-Cypress-CA-90630/25319074_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25757951,"$745,900",$746K,2.0,2.0,1227.0,"{'latitude': 33.66517, 'longitude': -117.7962}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/49a8fa95c26576d52133043eaac1ca58-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25757951, 'zipcode': '92614', 'city': 'Irvine', 'state': 'CA', 'latitude': 33.66517, 'longitude': -117.7962, 'price': 745900.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1227.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 804900, 'rentZestimate': 3195, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 745900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 599000.0, 'unit': '# 17'}}",/homedetails/5-Fallingstar-17-Irvine-CA-92614/25757951_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
25671682,"$633,900",$634K,2.0,2.0,1031.0,"{'latitude': 33.71623, 'longitude': -118.04874}",FOR_SALE,Condo for sale,False,False,False,https://photos.zillowstatic.com/fp/1586ec19f9b6717023aee6cc5c10848f-p_e.jpg,True,False,,"{'type': '3D_HOME', 'text': '3D Tour'}","{'homeInfo': {'zpid': 25671682, 'zipcode': '92649', 'city': 'Huntington Beach', 'state': 'CA', 'latitude': 33.71623, 'longitude': -118.04874, 'price': 633900.0, 'bathrooms': 2.0, 'bedrooms': 2.0, 'livingArea': 1031.0, 'homeType': 'CONDO', 'homeStatus': 'FOR_SALE', 'daysOnZillow': -1, 'isFeatured': False, 'shouldHighlight': False, 'zestimate': 663400, 'rentZestimate': 2725, 'listing_sub_type': {'is_FSBA': True}, 'isUnmappable': False, 'isPreforeclosureAuction': False, 'homeStatusForHDP': 'FOR_SALE', 'priceForHDP': 633900.0, 'isNonOwnerOccupied': True, 'isPremierBuilder': False, 'isZillowOwned': True, 'currency': 'USD', 'country': 'USA', 'taxAssessedValue': 473030.0, 'unit': 'Apt 206'}}",/homedetails/4561-Warner-Ave-APT-206-Huntington-Beach-CA-92649/25671682_zpid/,ForSale,For Sale by Agent,True,False,False,--,False,False,,,,,,,,,,,,,,,,,,
